origin1;origin2;origin3;origin4;religion1;religion2;religion3;religion4;location
Thailand;Japan;India;Ukraine;Budhist;Shintoist;Hindu;Christian;Thailand
Ukraine;Japan;India;Vietnam;Christian;Shintoist;Hindu;Budhist;Ukraine
Japan;Ukraine;Thailand;Nepal;Shintoist;Christian;Budhist;Hindu;Nepal
Vietnam;Ukraine;Nepal;Japan;Budhist;Christian;Hindu;Shintoist;Vietnam
Pakistan;Ukraine;Japan;Thailand;Muslim;Christian;Shintoist;Budhist;Ukraine
Pakistan;Vietnam;Japan;Ukraine;Muslim;Budhist;Shintoist;Christian;Vietnam
Mexico;Japan;India;Iran;Christian;Shintoist;Hindu;Muslim;Mexico
Iran;Nepal;Mexico;Japan;Muslim;Hindu;Christian;Shintoist;Japan
Thailand;Iran;Japan;Mexico;Budhist;Muslim;Shintoist;Christian;Iran
Japan;Iran;Vietnam;Mexico;Shintoist;Muslim;Budhist;Christian;Mexico
Canada;India;Japan;Iran;Christian;Hindu;Shintoist;Muslim;Iran
Japan;Nepal;Canada;Iran;Shintoist;Hindu;Christian;Muslim;Nepal
Iran;Thailand;Canada;Japan;Muslim;Budhist;Christian;Shintoist;Thailand
Vietnam;Iran;Canada;Japan;Budhist;Muslim;Christian;Shintoist;Vietnam
India;Japan;Iran;United States of America;Hindu;Shintoist;Muslim;Christian;India
Nepal;Iran;United States of America;Japan;Hindu;Muslim;Christian;Shintoist;United States of America
Thailand;Japan;Iran;United States of America;Budhist;Shintoist;Muslim;Christian;Iran
Japan;United States of America;Vietnam;Iran;Shintoist;Christian;Budhist;Muslim;Iran
Sweden;Japan;India;Iran;Christian;Shintoist;Hindu;Muslim;India
Sweden;Nepal;Iran;Japan;Christian;Hindu;Muslim;Shintoist;Japan
Sweden;Iran;Thailand;Japan;Christian;Muslim;Budhist;Shintoist;Iran
Vietnam;Sweden;Iran;Japan;Budhist;Christian;Muslim;Shintoist;Sweden
United Kingdom;Iran;Japan;India;Christian;Muslim;Shintoist;Hindu;India
Nepal;Iran;United Kingdom;Japan;Hindu;Muslim;Christian;Shintoist;United Kingdom
Iran;United Kingdom;Thailand;Japan;Muslim;Christian;Budhist;Shintoist;Iran
Japan;Iran;Vietnam;United Kingdom;Shintoist;Muslim;Budhist;Christian;Vietnam
Australia;India;Japan;Iran;Christian;Hindu;Shintoist;Muslim;Australia
Nepal;Iran;Japan;Australia;Hindu;Muslim;Shintoist;Christian;Japan
Iran;Australia;Thailand;Japan;Muslim;Christian;Budhist;Shintoist;Australia
Australia;Vietnam;Iran;Japan;Christian;Budhist;Muslim;Shintoist;Australia
India;Japan;Iran;Papua New Guinea;Hindu;Shintoist;Muslim;Christian;Iran
Nepal;Papua New Guinea;Japan;Iran;Hindu;Christian;Shintoist;Muslim;Japan
Japan;Iran;Papua New Guinea;Thailand;Shintoist;Muslim;Christian;Budhist;Iran
Vietnam;Japan;Iran;Papua New Guinea;Budhist;Shintoist;Muslim;Christian;Vietnam
India;Iran;Brazil;Japan;Hindu;Muslim;Christian;Shintoist;Brazil
Japan;Nepal;Iran;Brazil;Shintoist;Hindu;Muslim;Christian;Japan
Thailand;Japan;Iran;Brazil;Budhist;Shintoist;Muslim;Christian;Japan
Brazil;Japan;Iran;Vietnam;Christian;Shintoist;Muslim;Budhist;Vietnam
Colombia;Japan;Iran;India;Christian;Shintoist;Muslim;Hindu;Colombia
Colombia;Nepal;Iran;Japan;Christian;Hindu;Muslim;Shintoist;Iran
Japan;Thailand;Colombia;Iran;Shintoist;Budhist;Christian;Muslim;Thailand
Colombia;Vietnam;Iran;Japan;Christian;Budhist;Muslim;Shintoist;Vietnam
Japan;India;Georgia;Iran;Shintoist;Hindu;Christian;Muslim;Georgia
Thailand;India;Iran;Japan;Budhist;Hindu;Muslim;Shintoist;India
Vietnam;Japan;India;Iran;Budhist;Shintoist;Hindu;Muslim;India
India;Philippines;Iran;Japan;Hindu;Christian;Muslim;Shintoist;Philippines
Greece;Japan;Iran;India;Christian;Shintoist;Muslim;Hindu;Japan
Iran;India;South Africa;Japan;Muslim;Hindu;Christian;Shintoist;South Africa
Iran;Italy;India;Japan;Muslim;Christian;Hindu;Shintoist;Japan
Iran;Nigeria;India;Japan;Muslim;Christian;Hindu;Shintoist;Japan
India;France;Japan;Iran;Hindu;Christian;Shintoist;Muslim;India
Germany;India;Iran;Japan;Christian;Hindu;Muslim;Shintoist;Germany
Georgia;Japan;Iran;Nepal;Christian;Shintoist;Muslim;Hindu;Japan
Nepal;Iran;Thailand;Japan;Hindu;Muslim;Budhist;Shintoist;Nepal
Japan;Vietnam;Iran;Nepal;Shintoist;Budhist;Muslim;Hindu;Iran
Iran;Nepal;Japan;Philippines;Muslim;Hindu;Shintoist;Christian;Iran
Japan;Greece;Nepal;Iran;Shintoist;Christian;Hindu;Muslim;Iran
Japan;Iran;Nepal;South Africa;Shintoist;Muslim;Hindu;Christian;Iran
Iran;Italy;Japan;Nepal;Muslim;Christian;Shintoist;Hindu;Japan
Nigeria;Japan;Iran;Nepal;Christian;Shintoist;Muslim;Hindu;Nepal
France;Nepal;Iran;Japan;Christian;Hindu;Muslim;Shintoist;Nepal
Nepal;Germany;Japan;Iran;Hindu;Christian;Shintoist;Muslim;Nepal
Iran;Georgia;Japan;Thailand;Muslim;Christian;Shintoist;Budhist;Japan
Iran;Georgia;Japan;Vietnam;Muslim;Christian;Shintoist;Budhist;Japan
Japan;Iran;Greece;Thailand;Shintoist;Muslim;Christian;Budhist;Iran
Iran;South Africa;Japan;Thailand;Muslim;Christian;Shintoist;Budhist;Thailand
Iran;Thailand;Italy;Japan;Muslim;Budhist;Christian;Shintoist;Thailand
Thailand;Japan;Iran;Nigeria;Budhist;Shintoist;Muslim;Christian;Thailand
Thailand;Japan;Iran;France;Budhist;Shintoist;Muslim;Christian;Japan
Thailand;Iran;Germany;Japan;Budhist;Muslim;Christian;Shintoist;Thailand
Vietnam;Iran;Greece;Japan;Budhist;Muslim;Christian;Shintoist;Japan
Iran;Japan;South Africa;Vietnam;Muslim;Shintoist;Christian;Budhist;Iran
Vietnam;Iran;Japan;Italy;Budhist;Muslim;Shintoist;Christian;Vietnam
Nigeria;Iran;Vietnam;Japan;Christian;Muslim;Budhist;Shintoist;Japan
France;Iran;Vietnam;Japan;Christian;Muslim;Budhist;Shintoist;Iran
Iran;Japan;Vietnam;Germany;Muslim;Shintoist;Budhist;Christian;Japan
Japan;Mexico;India;Iraq;Shintoist;Christian;Hindu;Muslim;Mexico
Iraq;Mexico;Nepal;Japan;Muslim;Christian;Hindu;Shintoist;Iraq
Thailand;Japan;Iraq;Mexico;Budhist;Shintoist;Muslim;Christian;Iraq
Iraq;Vietnam;Mexico;Japan;Muslim;Budhist;Christian;Shintoist;Iraq
Canada;Iraq;Japan;India;Christian;Muslim;Shintoist;Hindu;India
Nepal;Canada;Japan;Iraq;Hindu;Christian;Shintoist;Muslim;Canada
Thailand;Canada;Iraq;Japan;Budhist;Christian;Muslim;Shintoist;Iraq
Japan;Iraq;Vietnam;Canada;Shintoist;Muslim;Budhist;Christian;Canada
United States of America;Iraq;Japan;India;Christian;Muslim;Shintoist;Hindu;India
Japan;United States of America;Iraq;Nepal;Shintoist;Christian;Muslim;Hindu;Iraq
Thailand;Iraq;United States of America;Japan;Budhist;Muslim;Christian;Shintoist;Thailand
United States of America;Iraq;Vietnam;Japan;Christian;Muslim;Budhist;Shintoist;United States of America
Sweden;Japan;Iraq;India;Christian;Shintoist;Muslim;Hindu;India
Nepal;Iraq;Japan;Sweden;Hindu;Muslim;Shintoist;Christian;Sweden
Japan;Thailand;Iraq;Sweden;Shintoist;Budhist;Muslim;Christian;Thailand
Sweden;Iraq;Japan;Vietnam;Christian;Muslim;Shintoist;Budhist;Iraq
Japan;India;Iraq;United Kingdom;Shintoist;Hindu;Muslim;Christian;United Kingdom
United Kingdom;Nepal;Iraq;Japan;Christian;Hindu;Muslim;Shintoist;Japan
United Kingdom;Thailand;Iraq;Japan;Christian;Budhist;Muslim;Shintoist;Iraq
Japan;United Kingdom;Iraq;Vietnam;Shintoist;Christian;Muslim;Budhist;United Kingdom
Australia;Japan;India;Iraq;Christian;Shintoist;Hindu;Muslim;India
Japan;Australia;Iraq;Nepal;Shintoist;Christian;Muslim;Hindu;Australia
Australia;Thailand;Iraq;Japan;Christian;Budhist;Muslim;Shintoist;Australia
Australia;Iraq;Vietnam;Japan;Christian;Muslim;Budhist;Shintoist;Vietnam
Iraq;Japan;Papua New Guinea;India;Muslim;Shintoist;Christian;Hindu;India
Japan;Papua New Guinea;Iraq;Nepal;Shintoist;Christian;Muslim;Hindu;Japan
Iraq;Japan;Thailand;Papua New Guinea;Muslim;Shintoist;Budhist;Christian;Japan
Japan;Vietnam;Papua New Guinea;Iraq;Shintoist;Budhist;Christian;Muslim;Papua New Guinea
Japan;Iraq;India;Brazil;Shintoist;Muslim;Hindu;Christian;Brazil
Nepal;Iraq;Japan;Brazil;Hindu;Muslim;Shintoist;Christian;Japan
Japan;Thailand;Brazil;Iraq;Shintoist;Budhist;Christian;Muslim;Thailand
Iraq;Vietnam;Brazil;Japan;Muslim;Budhist;Christian;Shintoist;Japan
India;Japan;Colombia;Iraq;Hindu;Shintoist;Christian;Muslim;Iraq
Japan;Colombia;Nepal;Iraq;Shintoist;Christian;Hindu;Muslim;Nepal
Iraq;Colombia;Japan;Thailand;Muslim;Christian;Shintoist;Budhist;Thailand
Colombia;Japan;Iraq;Vietnam;Christian;Shintoist;Muslim;Budhist;Vietnam
India;Georgia;Iraq;Japan;Hindu;Christian;Muslim;Shintoist;Japan
Japan;Thailand;India;Iraq;Shintoist;Budhist;Hindu;Muslim;Japan
Vietnam;Iraq;India;Japan;Budhist;Muslim;Hindu;Shintoist;Japan
India;Philippines;Iraq;Japan;Hindu;Christian;Muslim;Shintoist;India
Japan;Iraq;Greece;India;Shintoist;Muslim;Christian;Hindu;Japan
Japan;Iraq;South Africa;India;Shintoist;Muslim;Christian;Hindu;Japan
India;Iraq;Italy;Japan;Hindu;Muslim;Christian;Shintoist;Iraq
Nigeria;Iraq;India;Japan;Christian;Muslim;Hindu;Shintoist;Nigeria
Iraq;France;Japan;India;Muslim;Christian;Shintoist;Hindu;Japan
Germany;Iraq;India;Japan;Christian;Muslim;Hindu;Shintoist;Iraq
Iraq;Japan;Georgia;Nepal;Muslim;Shintoist;Christian;Hindu;Iraq
Iraq;Thailand;Nepal;Japan;Muslim;Budhist;Hindu;Shintoist;Nepal
Iraq;Japan;Nepal;Vietnam;Muslim;Shintoist;Hindu;Budhist;Iraq
Philippines;Iraq;Nepal;Japan;Christian;Muslim;Hindu;Shintoist;Iraq
Greece;Iraq;Nepal;Japan;Christian;Muslim;Hindu;Shintoist;Japan
Iraq;South Africa;Nepal;Japan;Muslim;Christian;Hindu;Shintoist;South Africa
Italy;Nepal;Iraq;Japan;Christian;Hindu;Muslim;Shintoist;Japan
Nepal;Iraq;Nigeria;Japan;Hindu;Muslim;Christian;Shintoist;Nepal
Nepal;Iraq;France;Japan;Hindu;Muslim;Christian;Shintoist;Nepal
Japan;Germany;Iraq;Nepal;Shintoist;Christian;Muslim;Hindu;Nepal
Iraq;Georgia;Thailand;Japan;Muslim;Christian;Budhist;Shintoist;Iraq
Iraq;Vietnam;Georgia;Japan;Muslim;Budhist;Christian;Shintoist;Georgia
Iraq;Greece;Japan;Thailand;Muslim;Christian;Shintoist;Budhist;Thailand
Iraq;South Africa;Thailand;Japan;Muslim;Christian;Budhist;Shintoist;Japan
Japan;Thailand;Iraq;Italy;Shintoist;Budhist;Muslim;Christian;Iraq
Nigeria;Thailand;Iraq;Japan;Christian;Budhist;Muslim;Shintoist;Iraq
Japan;Thailand;Iraq;France;Shintoist;Budhist;Muslim;Christian;Iraq
Japan;Germany;Thailand;Iraq;Shintoist;Christian;Budhist;Muslim;Japan
Vietnam;Iraq;Greece;Japan;Budhist;Muslim;Christian;Shintoist;Greece
Vietnam;Japan;South Africa;Iraq;Budhist;Shintoist;Christian;Muslim;Vietnam
Vietnam;Iraq;Japan;Italy;Budhist;Muslim;Shintoist;Christian;Iraq
Iraq;Vietnam;Nigeria;Japan;Muslim;Budhist;Christian;Shintoist;Iraq
Iraq;Japan;France;Vietnam;Muslim;Shintoist;Christian;Budhist;France
Vietnam;Japan;Iraq;Germany;Budhist;Shintoist;Muslim;Christian;Germany
Mexico;Turkey;India;Japan;Christian;Muslim;Hindu;Shintoist;Mexico
Turkey;Nepal;Mexico;Japan;Muslim;Hindu;Christian;Shintoist;Japan
Turkey;Mexico;Thailand;Japan;Muslim;Christian;Budhist;Shintoist;Mexico
Mexico;Vietnam;Turkey;Japan;Christian;Budhist;Muslim;Shintoist;Turkey
India;Turkey;Japan;Canada;Hindu;Muslim;Shintoist;Christian;Japan
Canada;Turkey;Nepal;Japan;Christian;Muslim;Hindu;Shintoist;Turkey
Canada;Japan;Turkey;Thailand;Christian;Shintoist;Muslim;Budhist;Canada
Vietnam;Turkey;Japan;Canada;Budhist;Muslim;Shintoist;Christian;Japan
Turkey;India;United States of America;Japan;Muslim;Hindu;Christian;Shintoist;Turkey
Turkey;United States of America;Japan;Nepal;Muslim;Christian;Shintoist;Hindu;United States of America
United States of America;Japan;Thailand;Turkey;Christian;Shintoist;Budhist;Muslim;Japan
United States of America;Japan;Turkey;Vietnam;Christian;Shintoist;Muslim;Budhist;Vietnam
Sweden;Japan;India;Turkey;Christian;Shintoist;Hindu;Muslim;Sweden
Nepal;Sweden;Turkey;Japan;Hindu;Christian;Muslim;Shintoist;Nepal
Sweden;Japan;Thailand;Turkey;Christian;Shintoist;Budhist;Muslim;Turkey
Turkey;Japan;Vietnam;Sweden;Muslim;Shintoist;Budhist;Christian;Sweden
Turkey;United Kingdom;Japan;India;Muslim;Christian;Shintoist;Hindu;United Kingdom
Turkey;Nepal;United Kingdom;Japan;Muslim;Hindu;Christian;Shintoist;Turkey
Japan;United Kingdom;Turkey;Thailand;Shintoist;Christian;Muslim;Budhist;Thailand
Japan;United Kingdom;Turkey;Vietnam;Shintoist;Christian;Muslim;Budhist;Turkey
Japan;Turkey;Australia;India;Shintoist;Muslim;Christian;Hindu;Turkey
Japan;Nepal;Turkey;Australia;Shintoist;Hindu;Muslim;Christian;Japan
Turkey;Japan;Australia;Thailand;Muslim;Shintoist;Christian;Budhist;Turkey
Vietnam;Japan;Turkey;Australia;Budhist;Shintoist;Muslim;Christian;Vietnam
Turkey;India;Papua New Guinea;Japan;Muslim;Hindu;Christian;Shintoist;Papua New Guinea
Japan;Turkey;Nepal;Papua New Guinea;Shintoist;Muslim;Hindu;Christian;Japan
Turkey;Thailand;Japan;Papua New Guinea;Muslim;Budhist;Shintoist;Christian;Turkey
Japan;Turkey;Papua New Guinea;Vietnam;Shintoist;Muslim;Christian;Budhist;Japan
Japan;Brazil;Turkey;India;Shintoist;Christian;Muslim;Hindu;Turkey
Japan;Brazil;Nepal;Turkey;Shintoist;Christian;Hindu;Muslim;Brazil
Turkey;Thailand;Japan;Brazil;Muslim;Budhist;Shintoist;Christian;Japan
Japan;Turkey;Vietnam;Brazil;Shintoist;Muslim;Budhist;Christian;Turkey
Colombia;Turkey;Japan;India;Christian;Muslim;Shintoist;Hindu;Turkey
Nepal;Japan;Turkey;Colombia;Hindu;Shintoist;Muslim;Christian;Turkey
Japan;Thailand;Turkey;Colombia;Shintoist;Budhist;Muslim;Christian;Turkey
Japan;Colombia;Vietnam;Turkey;Shintoist;Christian;Budhist;Muslim;Vietnam
India;Turkey;Georgia;Japan;Hindu;Muslim;Christian;Shintoist;India
Japan;Thailand;India;Turkey;Shintoist;Budhist;Hindu;Muslim;Thailand
Vietnam;India;Turkey;Japan;Budhist;Hindu;Muslim;Shintoist;India
Turkey;India;Japan;Philippines;Muslim;Hindu;Shintoist;Christian;Japan
India;Japan;Greece;Turkey;Hindu;Shintoist;Christian;Muslim;Greece
Japan;Turkey;India;South Africa;Shintoist;Muslim;Hindu;Christian;Turkey
Turkey;India;Italy;Japan;Muslim;Hindu;Christian;Shintoist;Italy
Japan;Nigeria;Turkey;India;Shintoist;Christian;Muslim;Hindu;Japan
Japan;India;Turkey;France;Shintoist;Hindu;Muslim;Christian;Turkey
India;Turkey;Japan;Germany;Hindu;Muslim;Shintoist;Christian;India
Japan;Turkey;Nepal;Georgia;Shintoist;Muslim;Hindu;Christian;Japan
Japan;Turkey;Nepal;Thailand;Shintoist;Muslim;Hindu;Budhist;Thailand
Nepal;Japan;Vietnam;Turkey;Hindu;Shintoist;Budhist;Muslim;Nepal
Philippines;Japan;Turkey;Nepal;Christian;Shintoist;Muslim;Hindu;Nepal
Nepal;Turkey;Greece;Japan;Hindu;Muslim;Christian;Shintoist;Greece
Japan;South Africa;Turkey;Nepal;Shintoist;Christian;Muslim;Hindu;South Africa
Nepal;Japan;Turkey;Italy;Hindu;Shintoist;Muslim;Christian;Japan
Japan;Turkey;Nigeria;Nepal;Shintoist;Muslim;Christian;Hindu;Nepal
Nepal;France;Japan;Turkey;Hindu;Christian;Shintoist;Muslim;Turkey
Germany;Turkey;Japan;Nepal;Christian;Muslim;Shintoist;Hindu;Nepal
Turkey;Japan;Thailand;Georgia;Muslim;Shintoist;Budhist;Christian;Georgia
Georgia;Vietnam;Japan;Turkey;Christian;Budhist;Shintoist;Muslim;Vietnam
Thailand;Greece;Turkey;Japan;Budhist;Christian;Muslim;Shintoist;Thailand
South Africa;Turkey;Japan;Thailand;Christian;Muslim;Shintoist;Budhist;Thailand
Italy;Japan;Turkey;Thailand;Christian;Shintoist;Muslim;Budhist;Japan
Turkey;Japan;Thailand;Nigeria;Muslim;Shintoist;Budhist;Christian;Japan
Turkey;Thailand;France;Japan;Muslim;Budhist;Christian;Shintoist;Turkey
Turkey;Japan;Germany;Thailand;Muslim;Shintoist;Christian;Budhist;Thailand
Greece;Vietnam;Turkey;Japan;Christian;Budhist;Muslim;Shintoist;Greece
Vietnam;Turkey;South Africa;Japan;Budhist;Muslim;Christian;Shintoist;South Africa
Turkey;Vietnam;Italy;Japan;Muslim;Budhist;Christian;Shintoist;Italy
Vietnam;Japan;Nigeria;Turkey;Budhist;Shintoist;Christian;Muslim;Nigeria
France;Vietnam;Turkey;Japan;Christian;Budhist;Muslim;Shintoist;Vietnam
Vietnam;Germany;Turkey;Japan;Budhist;Christian;Muslim;Shintoist;Vietnam
Algeria;India;Japan;Mexico;Muslim;Hindu;Shintoist;Christian;Algeria
Mexico;Nepal;Japan;Algeria;Christian;Hindu;Shintoist;Muslim;Algeria
Mexico;Japan;Thailand;Algeria;Christian;Shintoist;Budhist;Muslim;Japan
Vietnam;Japan;Algeria;Mexico;Budhist;Shintoist;Muslim;Christian;Japan
Japan;Canada;Algeria;India;Shintoist;Christian;Muslim;Hindu;Algeria
Nepal;Algeria;Canada;Japan;Hindu;Muslim;Christian;Shintoist;Canada
Thailand;Canada;Japan;Algeria;Budhist;Christian;Shintoist;Muslim;Thailand
Vietnam;Japan;Algeria;Canada;Budhist;Shintoist;Muslim;Christian;Canada
United States of America;Algeria;Japan;India;Christian;Muslim;Shintoist;Hindu;United States of America
Algeria;United States of America;Nepal;Japan;Muslim;Christian;Hindu;Shintoist;United States of America
Japan;United States of America;Algeria;Thailand;Shintoist;Christian;Muslim;Budhist;Algeria
Algeria;United States of America;Vietnam;Japan;Muslim;Christian;Budhist;Shintoist;Japan
Algeria;Japan;Sweden;India;Muslim;Shintoist;Christian;Hindu;Japan
Nepal;Sweden;Algeria;Japan;Hindu;Christian;Muslim;Shintoist;Sweden
Japan;Sweden;Thailand;Algeria;Shintoist;Christian;Budhist;Muslim;Sweden
Sweden;Algeria;Vietnam;Japan;Christian;Muslim;Budhist;Shintoist;Algeria
Japan;United Kingdom;India;Algeria;Shintoist;Christian;Hindu;Muslim;Japan
Algeria;Nepal;Japan;United Kingdom;Muslim;Hindu;Shintoist;Christian;Nepal
United Kingdom;Thailand;Algeria;Japan;Christian;Budhist;Muslim;Shintoist;United Kingdom
Vietnam;Algeria;Japan;United Kingdom;Budhist;Muslim;Shintoist;Christian;United Kingdom
Algeria;Australia;Japan;India;Muslim;Christian;Shintoist;Hindu;Japan
Algeria;Nepal;Japan;Australia;Muslim;Hindu;Shintoist;Christian;Japan
Algeria;Australia;Japan;Thailand;Muslim;Christian;Shintoist;Budhist;Australia
Australia;Vietnam;Japan;Algeria;Christian;Budhist;Shintoist;Muslim;Japan
India;Papua New Guinea;Japan;Algeria;Hindu;Christian;Shintoist;Muslim;Japan
Papua New Guinea;Japan;Algeria;Nepal;Christian;Shintoist;Muslim;Hindu;Algeria
Algeria;Thailand;Japan;Papua New Guinea;Muslim;Budhist;Shintoist;Christian;Thailand
Papua New Guinea;Vietnam;Japan;Algeria;Christian;Budhist;Shintoist;Muslim;Japan
Brazil;India;Japan;Algeria;Christian;Hindu;Shintoist;Muslim;Japan
Japan;Nepal;Algeria;Brazil;Shintoist;Hindu;Muslim;Christian;Brazil
Algeria;Thailand;Brazil;Japan;Muslim;Budhist;Christian;Shintoist;Algeria
Japan;Algeria;Vietnam;Brazil;Shintoist;Muslim;Budhist;Christian;Algeria
Japan;Algeria;Colombia;India;Shintoist;Muslim;Christian;Hindu;Japan
Japan;Algeria;Nepal;Colombia;Shintoist;Muslim;Hindu;Christian;Japan
Colombia;Thailand;Japan;Algeria;Christian;Budhist;Shintoist;Muslim;Thailand
Vietnam;Algeria;Japan;Colombia;Budhist;Muslim;Shintoist;Christian;Japan
India;Algeria;Japan;Georgia;Hindu;Muslim;Shintoist;Christian;India
India;Japan;Thailand;Algeria;Hindu;Shintoist;Budhist;Muslim;Japan
India;Japan;Algeria;Vietnam;Hindu;Shintoist;Muslim;Budhist;India
Algeria;India;Japan;Philippines;Muslim;Hindu;Shintoist;Christian;Philippines
Japan;India;Algeria;Greece;Shintoist;Hindu;Muslim;Christian;Japan
Japan;India;Algeria;South Africa;Shintoist;Hindu;Muslim;Christian;Algeria
India;Japan;Italy;Algeria;Hindu;Shintoist;Christian;Muslim;India
Japan;India;Nigeria;Algeria;Shintoist;Hindu;Christian;Muslim;Japan
Algeria;Japan;France;India;Muslim;Shintoist;Christian;Hindu;India
India;Germany;Japan;Algeria;Hindu;Christian;Shintoist;Muslim;Japan
Algeria;Georgia;Japan;Nepal;Muslim;Christian;Shintoist;Hindu;Nepal
Algeria;Japan;Nepal;Thailand;Muslim;Shintoist;Hindu;Budhist;Algeria
Algeria;Nepal;Vietnam;Japan;Muslim;Hindu;Budhist;Shintoist;Japan
Philippines;Nepal;Japan;Algeria;Christian;Hindu;Shintoist;Muslim;Algeria
Greece;Algeria;Nepal;Japan;Christian;Muslim;Hindu;Shintoist;Japan
Algeria;South Africa;Nepal;Japan;Muslim;Christian;Hindu;Shintoist;South Africa
Italy;Nepal;Japan;Algeria;Christian;Hindu;Shintoist;Muslim;Algeria
Japan;Nigeria;Nepal;Algeria;Shintoist;Christian;Hindu;Muslim;Algeria
Nepal;France;Japan;Algeria;Hindu;Christian;Shintoist;Muslim;Nepal
Algeria;Germany;Nepal;Japan;Muslim;Christian;Hindu;Shintoist;Nepal
Algeria;Thailand;Japan;Georgia;Muslim;Budhist;Shintoist;Christian;Algeria
Algeria;Japan;Vietnam;Georgia;Muslim;Shintoist;Budhist;Christian;Georgia
Algeria;Thailand;Japan;Greece;Muslim;Budhist;Shintoist;Christian;Greece
Algeria;Japan;South Africa;Thailand;Muslim;Shintoist;Christian;Budhist;Thailand
Algeria;Japan;Thailand;Italy;Muslim;Shintoist;Budhist;Christian;Thailand
Japan;Thailand;Nigeria;Algeria;Shintoist;Budhist;Christian;Muslim;Thailand
France;Thailand;Algeria;Japan;Christian;Budhist;Muslim;Shintoist;Thailand
Algeria;Thailand;Germany;Japan;Muslim;Budhist;Christian;Shintoist;Germany
